Column1,Column2,Column3,Column4,Column5,Column6,Column7
9,koko147 (英雄韭大王),Re: [標的] 2313華通 多,Thu Jan 14 16:48:57 2021,"回復12/29標的文

※ 引述《koko147 (英雄韭大王)》之銘言：
: 由於版友提醒所以小弟空手，躲過47元的套牢
: 這幾天華通價位最低42.85，觸底反彈，
: kd黃金交叉，布林通道反轉向上，外資投信賣壓減少，看起來這波有點類似11月初
: 應該會漲
: 小弟忍不住就進場買了三張，想要波段操作
: 對帳單https://imgur.com/wVS3cEm.jpg
: 此時彷彿聽到外資與投信一起大喊「不演了不演了！」
: 開始下殺，線型變成這樣
: https://imgur.com/wdeMCNI.jpg
: 出量下跌，KD死亡交叉，看來又要血流成河
: 想請益版友關於華通的技術線型，為何又是一日全盤轉折？

這是昨天之前華通的線型
https://imgur.com/3wW06HR.jpg
股價整理半個月緩步上漲，布林通道碰頭兩次下降
KD死亡交叉後糾纏
RSI偏高
外資小買小賣後突然一日大買
感覺像是要養套殺後要再殺一大波
華通2313這隻個股小弟之前都是做隔日或當日沖的短暫操作
這一次持股半個月，也沒啥賺到，於是小弟今日出清
華通的歷史交易如圖
https://imgur.com/cDlsiLl.jpg
小弟奈米戶，小買小賣勉強賺個便當錢，出清吧
於是又到了見證奇蹟的時刻
https://imgur.com/QHHX5Wo.jpg
一賣就漲，反指標之王就是我


: 想請益版友對華通的價值評估是多少元呢？
: 小弟還有一次攤平的資金，預定41.9再攤一次看看，
: 但是怕設定的不佳所以希望版友指點，萬分感謝
: 小弟要凹攤平，想問攤平點
: 目前先設定條件單41.9再補 3張，讓均價變成43元
: 停利點先設定過高的51.8，如果缺資金且有獲利也有可能提前停利

小弟今天掛華通的賣單比可成早 (因為線型比較差)
可成小弟投資的資金比例比較重，所以賣出就噴對小弟的打擊比較大
但是華通噴出的比例比較高，苦守了半個月，賣出後半天的漲幅比這半個月大
簡直一刀就死
想問，現在看線型就會被線型玩弄
還是上述線型的理解到底有哪些要加強的呢？

",https://www.ptt.cc/bbs/Stock/M.1610614141.A.24F.html,"['華通', '可成']"
10,tcc740sd (不要問),[標的] 陽明2609 哲哲說over 就是漲停!,Thu Jan 14 13:22:42 2021,"1. 標的： 陽明 2609
2. 分類：請益

3. 分析/正文：

摘要:
哲哲昨天開明說
海運就是over啦!!!
結果今天12:00
陽明準時漲停亮紅燈
剛我特地去查【over】的意思
https://imgur.com/Zjl8d3r.jpg
太、過度；上面的；
哲哲重新定義【over】，
你說哲哲準不準!

然後盤後被打開
還不趕快下船

一、依統計學觀點：
陽明過往亮燈後會再小漲1天，不會直接跌，
因此可推估 亮燈(14)後，第2天(15)會繼續往上一點，
第3天(18)""可能""崩盤。
https://imgur.com/QL6r3Qj.jpg

二、依農民曆觀點：
https://imgur.com/6gfGm7e.jpg
1/15盤中可能會上不去
1/18開盤下跌

三、依經典股市分析圖觀點：
https://imgur.com/w6Q6MLZ.jpg
現在可能在(18.還好沒賣)，
是下船的好時機，
但股價跟(16.這種股市不看也罷)的比例對不上；

所以我推估現在可能在(25.不要說了，我已經淡出股市了)?
這樣的話昨天賣出的是砍在(24.)的阿呆谷嗎?
剛好昨日收盤價也是24元，
你說有這麼巧合嗎!!?

四、奈米韭菜想問
陽明這幾天漲跌那麼大
今日亮燈後 會再觸發處置嗎?

備註:明天主力
出貨倒垃圾打1
  繼續亮燈打2

是有對帳單啦
但被打開沒賣出就覺得不好意思po
https://imgur.com/MITCTAw.jpg
－－
https://i.imgur.com/Y4cDLzj.jpg

",https://www.ptt.cc/bbs/Stock/M.1610601765.A.C8D.html,['陽明']
11,dreamdrink (無趣的生活~*),Re: [標的] 2478 大毅,Thu Jan 14 13:43:58 2021,": : 1. 標的：2478 大毅
: : 2. 分類：多
: : 3. 分析/正文：
: : 一、技術面
: : https://imgur.com/jNsezGl
: : 股價從 11/18(70.2元) 上漲到 11/25(77.5元) 後
: : 已經在75-80之間盤整了半個月 11/26-12/17
: : 就算大盤回檔期間，股價仍未跌破盤整區間
: : 目前等待放量上攻突破盤整區間上方
: : 二、基本面
: : (1) 109年度每月營收均較108年度成長10%以上
: :     https://imgur.com/a/ufThQKf
: : (2) 109年前三季EPS為 1.67、1.73、0.93元，整年度EPS至少5元
: :     比108年度整年EPS2.3元，將成長一倍以上
: :     https://imgur.com/ZUnWmeb
: : 4. 進退場機制：
: :    進場價位: 75-77元
: :    停利價位: 100元
: :    停損價格: 70元
: 有跟到單的朋友，建議可以先獲利了結
: 今天拉一根帶大量長紅K漲停破前高
: 依照經驗可能會拉回或者短線盤整
: 所以建議可以先獲利了結
: 雖然沒有達到停利點，不過大概有15-20%獲利

大毅 自從上次漲停板出場之後  如預期隔天開高走低

經過2周的整理  今天收長下引線準備上攻

原始目標價:100元 目標不變

有興趣的可以盤後敲進 等待明天發動

",https://www.ptt.cc/bbs/Stock/M.1610603040.A.AE4.html,"['大毅', '突破']"
12,dreamdrink (無趣的生活~*),Re: [標的] 8046 南電 (多),Thu Jan 14 13:52:20 2021,"※ 引述《dreamdrink (無趣的生活~*)》之銘言：
: ※ 引述《dreamdrink (無趣的生活~*)》之銘言：
: : 1. 標的：8046 南電
: : 2. 分類：多
: : 3. 分析/正文：
: : 一、技術面
: : https://imgur.com/a/HHTmUJh
: : 股價從11/30之後，盤整了一個月
: : 雖然12/11做了假突破的上影線，不過股價仍然在月線間盤整
: : 股價仍未跌破盤整區間，目前等待放量上攻突破盤整區間上方
: : KD碰到20之後黃金交叉向上
: : 4. 進退場機制：
: :    進場價位: 175-177元
: :    停利價位: 220-240元
: :    停損價格: 165元
: 今天南電漲停突破新高  基本上會尊重一下前高 (加上整數關卡200元)
: 所以如果不想等或者有其他更好標的，明天可以先獲利了結
: 目前目標價不變，還是設定 220-240元
: 如果想繼續操作的，建議沿著五日線操作 (收盤跌破就賣出)
: 沿五日線操作的好處是 價格有可能會超過目標價

當初漲停沒出場，繼續沿五日線操作的朋友

今天開盤一度跌破五日線，收盤重新站上5日線

目標價220元 (最高曾到234元) 已達成

可以找機會出場做停利，畢竟從起漲點上來已經漲25%

建議出場找其他標的

",https://www.ptt.cc/bbs/Stock/M.1610603542.A.D5B.html,"['突破', '南電']"
13,koko147 (英雄韭大王),Re: [標的] 2474可成,Thu Jan 14 11:43:55 2021,"※ 引述《koko147 (英雄韭大王)》之銘言：
: 1. 標的：
: 2474可成

回復11/30標的文

: 2. 分類：多/空/請益/心得
: 請益
: 3. 分析/正文：
: 小弟關注2474可成這檔股票，原先擁有兩張
: 看可成最近線型不錯，均線分開向上，KD黃金交叉，RSI溫和向上鈍化，
: 快回解除套牢了
: 今日小弟開盤就開始看，看了半小時，可成價位在195.5與196之間震盪
: 小弟解套外小賺200，
: 心想該華通也大漲買不下手，不如轉換目標，於是小弟加碼可成
: 下單價位為194買入一張，
: 心想尾盤最後一盤應該可以接到，所以轉頭先去處理工作...
: .
: .
: 然後可成就狂跌了，最後收盤收在188今日最低，又重新回到套牢的生活
: https://imgur.com/os30Tyc.jpg
: 想請益可成第四季MSCI從0.60%調整成0.59%，理論上根本沒有多少變動阿，
: 怎麼跌那麼多？
: 今天大跌，KD跌出死亡交叉，MACD指標也惡化
: 想請問版友對於2474可成的走勢看法如何？

可成前波212之後一路下滑，大盤屢創新高，可成還在爬周線
可成周線圖
https://imgur.com/XtppZVa.jpg
今日退場，賣出三張
於是又到了見證奇蹟的時刻
https://imgur.com/UQTI4dC.jpg
一賣就漲，反指標之王就是我


: 4. 進退場機制：(非長期投資者，必須有停損機制)
: 波段投資，想從這檔股票賺一台洗碗機的預算(約3~5萬)
: 停損機制及紀律不完整，所以目前是計畫在資金有大缺口的話就停損賣出

遵守了投資紀律，退場了
然後他就飆漲，半天就少賺了2萬1
台股真難玩

",https://www.ptt.cc/bbs/Stock/M.1610595839.A.588.html,"['華通', '可成']"
14,zerohsu (艾銳克零),[標的] 2609陽明 台積電概念股,Wed Jan 13 22:03:40 2021,"1. 標的： 2609 陽明

2. 分類：多

3. 分析/正文：

   1.今日跌到20日線，離月線還有一大段距離，跌到10日線必有支撐反彈

     畢竟這樣跌勢被關起來恐慌性賣壓，再跌下去就快到起漲點了..

   2.18號就出關了，禮拜五又公布SCFI指數，沒意外又是漲..

   3.台灣是海島國家，台積電業績在怎麼好，進口的機台原物料、出口的貨品

     還不都是要靠海運，台灣就三大家海運，台積電業績好也會帶動海運

     不買他們買誰

     資金面是轉向台積電了沒錯，但是陽明超賣又沒有融資卷的干擾

     交通部跟國發基金持有也不會賣，籌碼相對穩定

4. 進退場機制：進場:明日跌停

               出場:30元









 PS:明天如果買台GG會太高嗎............

",https://www.ptt.cc/bbs/Stock/M.1610546624.A.870.html,"['台灣煉鐵', '台積電', '陽明', '台灣大']"
15,Gintin (Gintin),[標的] @1342八貫,Wed Jan 13 22:08:43 2021,"


1. 標的： 1342 八貫

2. 分類：多

3. 分析/正文：

重點提示：

八貫是全球少數同時擁有TPU二次、三次加工技術及產能的機能性布料大廠，主攻與生命安全有關的醫療、戶外及救生等高階利基型市場

主要客戶有服飾patagonia、冰YETI；波音、空巴，美國最大醫療設備供應Hill-rom

營收連續成長，毛利穩定上升

/////

看好國外醫療氣墊床的需求，極少量試單進場

前陣子競拍得標加權平均價格65.71元，結果沒有蜜月行情估計，連續盤跌兩個月大部分競拍的人估計都已經認賠出場了，籌碼乾淨

前一波高點和疫情一起炒到91.3，目前在60左右盤整震盪，日線5MA,10MA,20MA糾結突破拉回，下方有支撐

今日疫情概念股大跌，八貫仍然平盤震盪，估計已經不受疫情股影響，接下來就是拚實力了

目前股價60附近Q3每股獲利1.2 ，全年估計3.5左右，目前位階還在相當不錯的位置

去年配息2.5今年估計可以到3塊左右，長放也是妥當，有不可隨意取代的專業，有競爭力，有成長力，也有不錯的殖利率保護

這檔有疫情的時候很好，醫療器材賺爆，沒有疫情的時候也很好，除了醫療床也是航空逃生滑梯市場世界唯二的主要供應商，將來如果有機會航空復甦八貫也能吃香喝辣

至於籌碼面的話，某K線是說主力的成本大概都在60up，這裡要往下也是不容易，今天收盤買還比9成主力券商的成本便宜，想想籌碼也是ok的，不過這個其實我不太看，畢竟真正的主力才不會讓你看出成本

外資法人已經偷買一段時間了，除了量稍微少之外各方面都不錯，目前極少量試單，如果將來有機會看到50以下會考慮加碼，這樣殖利率應該有機會超過7%，然後就放著等配息不去看了，畢竟這種隱形冠軍的確也是稀有的存在

如果往上的話會視情況在72以前加碼，反正以這種成交量和世界級的生產實力目標價格100應該也不過分





4. 進退場機制：長期投資，直到基本面改變


",https://www.ptt.cc/bbs/Stock/M.1610546925.A.3C9.html,"['突破', '世界先進', '世界先進']"
16,CGDGAD ((CGDGAD)),Re: [標的] 2330台積無腦多,Wed Jan 13 22:57:29 2021,"看來看去，台股中還是GG最穩
好幾年的股市所學，所有看多的理由都在GG身上
不管是公司體質、屬性、基本面、技術面、消息面跟未來性
但是天下無不散的宴席
GG終究有下彎跟腰斬的一天
在現在這麼全面看好的氛圍
大家的停利點是多少？
1. 800
2. 900
3. 1000
4. 2000
5. 3000
6. 6000
7. GG市值爬到全球第一的時候
8. GG沒在賣的啦！

小弟很客氣的看到950
大家認為怎麼樣？

（小弟只有區區一張就不po圖了）



※ 引述《oiyuz ()》之銘言：
: 1. 標的：
: 2330台積電
: 2. 分類：多/空/請益/心得
: 多
: 3. 分析/正文：
: lntel訂單在進來
: 台積不得了
: 剛查了一下intel
: 桌機市佔率49.2%
: 筆電83.8%
: 伺服器98.6%
: 無敵超級利多
: 外資已經喊到800了
: 300 400 500都沒買
: 現在認錯還來得及
: 4. 進退場機制：
: 有閒錢隨時進場無腦多
: 1000出場

",https://www.ptt.cc/bbs/Stock/M.1610549851.A.B9A.html,"['第一銅', '台積電', '第一店', '第一保', '第一金控', '天下電']"
17,tcc740sd (不要問),Re: [標的] 長榮/陽明/萬海 與全球十大海運股價成長,Wed Jan 13 19:22:25 2021,"標的:長榮2603/陽明2609/萬海1903

分類:請益

分析:
大家都在搶著下船
看到推文有人說各國航運都在漲
所以再更新一下，今日各大航運股價
https://imgur.com/uczSxov.jpg

可以發現全球十大航運(非亞洲地區及日本)，
比起1月初漲幅約10%左右，

然後的台灣跟韓國航運崩盤，
台灣三大航運，直接比本月初跌16%~25%，
(看來關廁所的威力比較可怕)

韓國現代商船也比月初跌9%

從月初到現在其實持續追蹤韓國航運的股價，
跟台灣漲跌幅度很像，
是因為同為缺櫃因素影響，
還是跟台服一樣航運炒玩了，
資金輪動炒電子股?


※ 引述《tcc740sd (不要問)》之銘言：
: 1. 標的：
: 長榮2603/陽明2609/萬海1903
: 2. 分類：
: 心得
: 3. 分析/正文：
: 摘要：
: 奈米韭菜今天想了解全球十大海運股價1年左右的漲幅
: 以為可以參考其他海運公司的漲幅，來對照台灣海運，
: 結果發現亞洲地區的漲幅反而是異類　
: 好像不太能參考ＸＤＤ
: 所以整理了簡單資料如下：
: G試算表：https://docs.google.com/spreadsheets/d/
: 1S8BYmocMrchAFdRoNPjSU2guWe9TL3tV7X6Hw4zPXCE/edit?usp=sharing
: 縮網址：http://bit.ly/3hEqRPJ
: 可發現全球十大海運中，
: 1.台灣、韓國、中國的海運股價成長比率最誇張，
: 台灣海運各股現價，比2019年12月增長了：
: 長榮361% (全球5.3%運量)
: 陽明456% (全球2.6%運量)
: 萬海307% (全球1.2%運量)
: 代表台灣原本的海運股價，是算被低估嗎..!?

",https://www.ptt.cc/bbs/Stock/M.1610536948.A.F99.html,"['台灣煉鐵', '長榮', '陽明', '萬海', '長榮航', '台灣大', '威力盟', '亞洲證券']"
18,poopooTaiwan (便便台灣),[標的] 台積電 逃命空,Wed Jan 13 19:47:28 2021,"1. 標的：2330 台積電

2. 分類：空

3. 分析/正文：

曾經有版友分享過股版討論度與股價的關係
雖然我沒有另外做統計
但是1/4當天長榮2306以關鍵字搜尋""長榮""共計15篇
航運、陽明、萬海其他關鍵字並未計入
1/4也來到股價次高
而今日也有許多相關跡象產生
截至目前為止以""台積電""搜尋本日共計13篇
另一個跡象是虎尾幫、美林、凱基台北的分點都大量買超台積電
明天準備拉高出貨
還有一個看點就是明天法會
+~老師說現在股價都是事先反應的當你股價已經反應這麼高之後
明天推出來的利多如果不是那種震天嘎響的那種、
                    不是那種跌破市場眼鏡的超級大利多、
不然股價通常都是解讀叫做利多出盡。
總結以上很有可能今天就是最後的空點，
空誰？空台積電。

4. 進退場機制：明天早盤9:03分市價賣

停利:514塊回補

停損:610

",https://www.ptt.cc/bbs/Stock/M.1610538451.A.593.html,"['台積電', '長榮', '陽明', '萬海', '長榮航']"
19,onollll (幸運數66700322),[標的] 富采(3714) 我來喊-多了,Wed Jan 13 17:26:55 2021,"
1. 標的：富采(3714)

2. 分類：多

3. 分析/正文：

完整新聞連結如下：
https://reurl.cc/6y2X45

大致內容如下：
晶電總經理范進雍先前表示，今年Mini LED將大量銷售，公司營運可望比去年大幅成長。
另外，疫情重創歐美，LED供應鏈往亞洲移動，晶電目前四元LED產能全滿，藍光稼動率也
攀升至80%以上，過年生產線不會停，加班的情況為2009年以來首見。

個人感覺
一整個大利多
今年如果蘋果有推出2021年iPadPro的話
沒意外相關Mini LED會大漲
然後我看今天的買量
是大買！
https://i.imgur.com/emZm09A.jpg
明天入場甜甜價
收到打收到

4. 進退場機制：(非長期投資者，必須有停損機制。請益免填)
停利110
停損70

",https://www.ptt.cc/bbs/Stock/M.1610530017.A.06E.html,"['晶電', '亞洲證券']"
20,CCF2016 (鋒哥不要走),[標的] 2337 旺宏 多,Wed Jan 13 15:39:56 2021,"
1. 標的：     2337 旺宏

2. 分類：多

3. 分析/正文：
多頭未停歇，類股輪漲，資金快速輪動，旺宏高點至今已整理1個半月，法人賣超力道開
始縮減，前波同時期飆漲的聯電、友達已整理結束開始攻擊，旺宏有機會成為下一個接棒
的股票。

前波高檔下跌是因為11月營收不佳，直接高檔向下跳空整理，12月營收重返成長，股價整
理也打出一個小W底，記憶體產業也是未來5G、電動車不可或缺的一環。

技術面目前KD指標也在低檔附近，往上勾腳，月線扣抵值也即將扣低，有往上的機會，目
前算是還沒漲到的股票，理性分享討論勿酸，謝謝。

融資為近期相對低檔水位，大戶籌碼沒跑很多，應該還有高點可期...

4. 進退場機制：今日40以下已進場，爆量黑K再退場。


",https://www.ptt.cc/bbs/Stock/M.1610523598.A.77A.html,"['聯電', '旺宏', '友達']"
21,tcc740sd (不要問),[標的] 欣興 (3037)/ 鴻海(2317) 哲哲說多 就4多,Wed Jan 13 15:45:06 2021,"(1) 標的：
欣興 (3037)/ 鴻海(2317)

(2) 分類：多（欣興）／請益（鴻海）

(3) 分析/正文：

一、欣興 (3037)
1.哲哲昨(1/12)說現在30倍本益比，不能抱長久，
但ABF載板缺貨持續產能滿載，未來行情看好，未來後勢不得了，
今(1/13)漲多拉回，中(末)昇段還未出現，
認為有非常好的角度再上去，看好還會再漲。

2.版友yipi1357 1/12看多原因:
2-1.突破新高 站上歷史最高點、
2-2. 法人大買 狂買
2-3. 產業面未來持續看好
2-4. 12月營收比去年好 今年沒意外會更好
2-5. 每季EPS遞增
2-6. 妖股

3.版友lulu20917 1/12清晰標的回文 看多，
1/12說：「雖然我沒有公布欣興真正的利多，但我只能告訴你們 好戲在後頭。」
聽起來有弦外之音，真令人期待。

二、鴻海(2317)
從89元就想買，
可4跑去當航海王沒$$，
哲哲今(1/13)願意給15~20倍本益比不為過，150不難，
今年還有電動車題材，到時很多利多，
請益版友，下週下船後，上車還來的及嗎?

三、Zoey好正聲音好聽阿斯，可以多一點主持時間嗎。

四、給我自己多一點信心。


(4) 進退場機制：(非長期投資者，必須有停損機制。請益免填)

欣興:參考版友(90停損 109停利)


附件-奈米多單
https://imgur.com/ra08zpU.jpg

",https://www.ptt.cc/bbs/Stock/M.1610523909.A.F93.html,"['鴻海', '突破', '欣興']"
22,NoAfraid (小子難纏 不得安寧),[標的] 元大日經225  00661,Wed Jan 13 16:43:01 2021,"
1. 標的：   元大日經225    00661

2. 分類：多/空/請益/心得   多

3. 分析/正文：

https://imgur.com/Z0kY5Lk


這隻我當初是因為折價

想說有套利空間   我就敗了

結果一直到今天   還是折價

https://mis.twse.com.tw/stock/etf_nav.jsp?ex=tse

目前最新資料   是折價2.34%

但是我已經賺6.51%了

雖然我還是不知道  日本大盤是在漲啥?

但是   既然折價  有套利空間  就繼續放

當初應該買多一點   也才賺213元

不過鴨肉飯應該吃得起   我毛很多





4. 進退場機制：(非長期投資者，必須有停損機制。請益免填)


退場:

既然是用折價策略進

當然是用溢價策略出

(依證交所網頁為主)

一但溢價   就會出掉


",https://www.ptt.cc/bbs/Stock/M.1610527383.A.15D.html,"['大日', '元大京華']"
23,kennnny (NO履歷寄至fashionmodel.),Re: [標的] 穩懋 身家多,Wed Jan 13 11:43:23 2021,"我們大穩套哥
今天漲停又開~
怕怕已全數出脫囉!
各位還在車上~記得找時間下車~
今年EPS大概20塊左右吧
自己算一下啊~
感恩

※ 引述《kennnny (NO履歷寄至fashionmodel.)》之銘言：
: 1. 標的：3105 穩懋（砷化鎵小台積、穩套）
: 2. 分類：多（我不要當冥燈）
: 3. 分析/正文：
: 大客戶 AVAGO 都創新高了，業績持續upup。今年EPS 至少15塊，各位精算師可以自己衡量
: 看看。
: 未來利多：
: 1.產能還未全開，營收還有上漲空間。
: 2.若華為解禁，營收貢獻度有想像空間。3.5G明年大爆發  ？
: 4.spaceX低軌衛星
: 5.高雄持續擴廠
: 非空氣單：（已持有，但非現價）
: https://i.imgur.com/FQVE0Lz.png
: 4. 進退場機制：(非長期投資者，必須有停損機制)
: Now!買跌不買漲。
: 長期投資或短期到400以上
: 停損：280以下

",https://www.ptt.cc/bbs/Stock/M.1610509405.A.7E0.html,"['台積電', '高雄銀']"
24,jacktypetlan (四十四隻石獅子),Re: [標的] 台積電（2330） 炒股失利多,Wed Jan 13 12:37:16 2021,"自從我從甲板跳水後 決心不再當韭菜
我們韭菜最常犯的錯 就是追高殺低
容易追高殺低的原因 常常在於資金不夠
跌個10% 20% 就想停損

解決之道：
1.減少短進短出的操作 以至少放一年的決心來挑股票

2.分批進場 在一個點位下太大的部位 常常抱不住 尤其是下完 還在成本附近抽差的時候
 容易心神不寧 現在買零股如此方便  建議各位資金不大的韭菜同胞 一定要分批進場

尤其是成本跟現價拉開後 簡直心情都不一樣了
雲淡風輕 睏霸數錢

以我韭菜觀點來看 台積電法說會完之後可能會有
一段拉回調整的機會
但我們韭菜 要是看得準 還叫韭菜？
要是法說會比預期還好 繼續往上噴 是不是又要後悔了？

因此我建議 還沒從甲板跳船的 趕緊改邪歸正
今天趕快建立基本倉位 20%-30%資金都可以
逢回加碼 順勢往上買  拉回繼續分批買 最終達成不用看盤 睏霸數錢的終極目標



附上對帳單
https://i.imgur.com/rhmrf3n.jpg

台積電 特斯拉 睏霸數錢陣營 現正熱烈招生中
祝各位2021年 一起睏霸數錢

買台積 讓心靜 季配息 好安心







※ 引述《jacktypetlan (四十四隻石獅子)》之銘言：
: 1. 標的： 台積電 2330
: 2. 分類：多
: 3. 分析/正文：韭菜如我 手腳比別人慢 膽子沒人大 還想跟風炒航運賺錢
: 事實證明 還是台積電老相好最好
: 失望的韭菜被割完 轉進最熟悉 最安心的台積電
: 加上各種利多不斷 未來世界晶片絕對不可或缺
: 管他是誰設計的 最後肯定是要找我們GG代工
: 唯一一檔不斷調高目標價 不斷達標 利空消息拿來吃貨的 護國神山
: 即刻跳船
: 買入電子老人股
: 不再當韭菜 從今天開始
: 4. 進退場機制：現在開始進 建立基本倉位
: 根本不用怕當學弟 源源不絕的學弟會一直湧進來
: 有拉回慢慢買零股 不用一年肯定大獲全勝
: 停利：不缺錢就不賣 要買房買車缺錢再賣
: 停損：book能 越跌越買
: 持有台積電 特斯拉
: 安心上班
: 謝謝大家
: 附上對帳單
: https://i.imgur.com/r3AVukh.jpg
: https://i.imgur.com/K1BRTn5.jpg

",https://www.ptt.cc/bbs/Stock/M.1610512638.A.FE5.html,"['台積電', '世界先進', '世界先進']"
25,Oo7oO (~L~),Re: [標的] 8440 綠電 空,Wed Jan 13 12:38:59 2021,"雖然跌程比預期久了許多、差強人意
但沒基本面支持
靠 炒作/誤買漲上去的 8440最終還是會跌下來

因為近來量縮
原先持有空單張數又不少
部分已有先回補
最近會全部補完

目前被套高的張數和均價
主力約 2千張、19.3
散戶約 4千張、20.3

今日已碰到停利目標價 15.5
後續不再追蹤




※ 引述《Oo7oO (~L~)》之銘言：
: 來更新一下
: 09/30 從 23跌回 18後又拉了上去
: 讓 09/25當沖失利的人有機會再次挑戰
: 但連續幾日都收長上影線
: 之後又等了 1個月卻始終等不到主力拉到 25
: 看起來主力們互相丟籌碼的共識價位最高就在 22附近
: https://imgur.com/De88qFS
: 雖然之前就蠻確定 綠電(8440) 是被 炒作/誤買 才會飆漲 60%
: 但直到前幾日看到 綠電(8440，資源回收類股) 和 茂迪(6244，太陽能類股)
: 在盤中的走勢起伏幾乎一致
: 才十足確認真的有人把 綠電(8440)當綠能股在買賣
: 從 09/10開始千張大戶一路拋出了約 4800張(佔總股數 13%)
: 50張以下的散戶則約增加 950人、3700張，持有均價約 20.2
: 而且還一直有大戶在偷偷賣出持股
: 之後就看是融資先斷頭
: 還是主力會再拉上去軋融券
: ※ 引述《Oo7oO (~L~)》之銘言：
: : 1. 標的：8440 綠電
: : 2. 分類：空
: : 3. 分析/正文：
: : 1月底時 花王(8906)被認為是做清潔用品的公司
: : 6天內連 3漲停 + 3跌停
: : 而 綠電(8440)與其相比則有過之而無不及！
: : 最近的題材股不論是 ""風電"" 還是 ""太陽能""
: : 只要有提到 ""綠電"" 這二字
: : 程式判別就會自動連結到 ""綠電(8440)""
: : 這家和 ""綠色供電"" 無任何關係的 ""資源回收公司""
: : 每當新聞密集出現 ""綠電"" 相關話題
: : 8440就會被 炒作+誤買 衝上去再跌下來
: : 有趣的是
: : 7、8、9月 8440都各被炒作了一番
: : 主力拉了幾根漲停就開始互丟籌碼
: : 看誰最後被留在山頂吹著風等下一波炒作
: : https://imgur.com/rLEk4HI
: : 7、8月第一、二波高點：17.00、16.40 (1、2號圈)
: : 9月份第三波炒作起漲點：14.10 (3號圈，年初股價)
: : 09/21目前第三波高點：19.45 (4號圈)
: : 預期 09/24會開出 20.00以上
: : 也就是將被炒到 +40%
: : 主力群目前約有 1500張還沒丟出去
: : 猜測找人接手後會如同之前 花王(8906)模式放出新聞
: : 揭曉真相來造成恐慌讓股價連續跌停
: : 4. 進退場機制：(非長期投資者，必須有停損機制)
: : 因為之前是冷門股，券不多
: : 最近主力用融資炒作才有券被生出來
: : 進場：09/24進場放空，有往上再繼續加空到 25
: : 停利：14~15.5 (30~40%)
: : 停損：不停損，除非 8440綠電 回收到裝滿金條的冰箱

",https://www.ptt.cc/bbs/Stock/M.1610512785.A.9E5.html,"['第一銅', '第一店', '第一保', '第一金控', '第三波', '茂迪', '花王']"
